"name","movie_duration","movie_year","genres","countries"
"Синьор Робинзон",107,1976,"[мелодрама, комедия, приключения]","[Италия]"
"Школа воров 2",92,1987,"[комедия]","[Италия]"
"Выигрыш в новогоднюю лотерею",90,1989,"[комедия]","[Италия]"
"Клятва",103,2005,"[фэнтези, боевик, драма]","[Китай, Корея Южная, США]"
"Город грехов 2: Женщина, ради которой стоит убивать",94,2014,"[триллер, криминал]","[США]"
"Пульс",90,2006,"[ужасы, фантастика]","[США]"
"Увертка",117,2003,"[драма, мелодрама]","[Франция]"
"Спуск",99,2005,"[ужасы, фантастика, приключения]","[Великобритания]"
"Сдвиг",105,2006,"[боевик]","[Россия]"
"Сволочи",98,2006,"[боевик, драма, военный]","[Россия]"
"Схватка",159,2005,"[боевик]","[Индия]"
"Горечь и сладость",120,2005,"[боевик, драма, криминал]","[Корея Южная]"
"Последний день",104,2004,"[драма]","[Франция]"
"Аргентинский дог",97,2004,"[драма]","[Аргентина, Испания]"
"Любовник",92,2004,"[драма]","[Япония]"
"Проклятое место",95,2006,"[ужасы, триллер]","[Люксембург, Великобритания]"
"Идеальное преступление",105,2004,"[триллер, комедия, криминал]","[Испания, Италия]"
"Хана и Алиса",135,2004,"[драма, комедия]","[Япония]"
"Мир без воров",113,2004,"[боевик, драма, криминал]","[Китай, Гонконг]"
"Точка R",107,2004,"[ужасы, боевик, триллер, драма, военный]","[Корея Южная]"
4,126,2004,"[фантастика, драма, детектив]","[Россия, Нидерланды]"
"Чужая кожа",97,2005,"[драма]","[Германия, Австрия]"
"Возрожденный Франкенштейн",84,2005,"[ужасы, фантастика, триллер]","[США]"
"Темная сторона сердца",127,1992,"[драма, мелодрама, комедия]","[Аргентина, Канада]"
"Собачий мир",97,1962,"[документальный]","[Италия]"
"Горный патруль",98,2004,"[боевик, драма]","[Китай, Гонконг]"
"Восставший из ада 8: Адский мир (видео)",95,2003,"[ужасы, триллер]","[США, Румыния]"
"Восставший из ада 7: Армия мертвецов (видео)",88,2003,"[ужасы, триллер, детектив]","[США, Румыния]"
"Киллер",92,2008,"[триллер, драма, криминал]","[США]"
"Прогулка по эшафоту",123,1992,"[ужасы, фэнтези, триллер, детектив]","[Россия]"
"Рабыня Изаура (сериал 1976 – 1988)",25,1976,"[драма]","[Бразилия]"
"Хардкор",96,2004,"[драма, криминал]","[Греция]"
"Человек-личинка (ТВ)",96,2005,"[ужасы, фантастика]","[Германия, США]"
"Просто Мария (сериал 1989 – 1990)",40,1989,"[драма, мелодрама]","[Мексика]"
"Богатые тоже плачут (сериал)",41,1979,"[драма, мелодрама]","[Мексика]"
"Наемники (видео)",91,2006,"[боевик, триллер, драма]","[Аруба, США, ЮАР]"
"Красавица и чудовище (сериал 1987 – 1990)",43,1987,"[фэнтези, драма, мелодрама, криминал]","[США]"
"Старик и ребенок",86,1966,"[драма, комедия]","[Франция]"
"Сыщики-любители экстра класса (сериал 1971 – 1972)",43,1971,"[боевик, комедия, приключения]","[Великобритания]"
